,images,labels
13921,COVID-19_Radiography_Dataset/covid/COVID-1139.png,2
7953,COVID-19_Radiography_Dataset/normal/Normal-62.png,0
4227,COVID-19_Radiography_Dataset/normal/Normal-6260.png,0
17303,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5821.png,3
20652,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5003.png,3
15590,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1821.png,3
7549,COVID-19_Radiography_Dataset/normal/Normal-4553.png,0
950,COVID-19_Radiography_Dataset/normal/Normal-2864.png,0
7348,COVID-19_Radiography_Dataset/normal/Normal-3122.png,0
18658,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1557.png,3
7510,COVID-19_Radiography_Dataset/normal/Normal-7835.png,0
9064,COVID-19_Radiography_Dataset/normal/Normal-4870.png,0
7606,COVID-19_Radiography_Dataset/normal/Normal-110.png,0
16263,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1935.png,3
13447,COVID-19_Radiography_Dataset/covid/COVID-3490.png,2
5386,COVID-19_Radiography_Dataset/normal/Normal-4653.png,0
18992,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2268.png,3
16606,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3557.png,3
3491,COVID-19_Radiography_Dataset/normal/Normal-1259.png,0
3616,COVID-19_Radiography_Dataset/normal/Normal-4033.png,0
8822,COVID-19_Radiography_Dataset/normal/Normal-9816.png,0
2371,COVID-19_Radiography_Dataset/normal/Normal-2391.png,0
10346,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1214.png,1
1923,COVID-19_Radiography_Dataset/normal/Normal-2951.png,0
11451,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-736.png,1
1271,COVID-19_Radiography_Dataset/normal/Normal-9326.png,0
5377,COVID-19_Radiography_Dataset/normal/Normal-8383.png,0
3670,COVID-19_Radiography_Dataset/normal/Normal-5072.png,0
21064,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1660.png,3
20814,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1650.png,3
13303,COVID-19_Radiography_Dataset/covid/COVID-1734.png,2
1001,COVID-19_Radiography_Dataset/normal/Normal-8991.png,0
7129,COVID-19_Radiography_Dataset/normal/Normal-2289.png,0
10844,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1216.png,1
4815,COVID-19_Radiography_Dataset/normal/Normal-2943.png,0
7670,COVID-19_Radiography_Dataset/normal/Normal-2537.png,0
9472,COVID-19_Radiography_Dataset/normal/Normal-6982.png,0
5806,COVID-19_Radiography_Dataset/normal/Normal-1079.png,0
8278,COVID-19_Radiography_Dataset/normal/Normal-1400.png,0
10291,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-758.png,1
7193,COVID-19_Radiography_Dataset/normal/Normal-8937.png,0
1802,COVID-19_Radiography_Dataset/normal/Normal-3869.png,0
18377,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2220.png,3
131,COVID-19_Radiography_Dataset/normal/Normal-125.png,0
14296,COVID-19_Radiography_Dataset/covid/COVID-3338.png,2
13402,COVID-19_Radiography_Dataset/covid/COVID-819.png,2
11536,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-119.png,1
20510,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-680.png,3
18594,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2816.png,3
7116,COVID-19_Radiography_Dataset/normal/Normal-7821.png,0
14124,COVID-19_Radiography_Dataset/covid/COVID-1563.png,2
3861,COVID-19_Radiography_Dataset/normal/Normal-7644.png,0
2244,COVID-19_Radiography_Dataset/normal/Normal-6078.png,0
4539,COVID-19_Radiography_Dataset/normal/Normal-1245.png,0
12209,COVID-19_Radiography_Dataset/covid/COVID-101.png,2
17712,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4603.png,3
8999,COVID-19_Radiography_Dataset/normal/Normal-4158.png,0
18397,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3128.png,3
14863,COVID-19_Radiography_Dataset/covid/COVID-3133.png,2
12132,COVID-19_Radiography_Dataset/covid/COVID-2256.png,2
10240,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-312.png,1
2449,COVID-19_Radiography_Dataset/normal/Normal-3284.png,0
4631,COVID-19_Radiography_Dataset/normal/Normal-8208.png,0
1806,COVID-19_Radiography_Dataset/normal/Normal-92.png,0
7994,COVID-19_Radiography_Dataset/normal/Normal-4812.png,0
1583,COVID-19_Radiography_Dataset/normal/Normal-5313.png,0
4396,COVID-19_Radiography_Dataset/normal/Normal-7952.png,0
12945,COVID-19_Radiography_Dataset/covid/COVID-1106.png,2
4174,COVID-19_Radiography_Dataset/normal/Normal-1861.png,0
3325,COVID-19_Radiography_Dataset/normal/Normal-7210.png,0
618,COVID-19_Radiography_Dataset/normal/Normal-5534.png,0
5106,COVID-19_Radiography_Dataset/normal/Normal-4364.png,0
4536,COVID-19_Radiography_Dataset/normal/Normal-5352.png,0
10686,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-130.png,1
11499,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1025.png,1
8210,COVID-19_Radiography_Dataset/normal/Normal-247.png,0
19784,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4121.png,3
18043,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4075.png,3
3684,COVID-19_Radiography_Dataset/normal/Normal-8580.png,0
18307,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1877.png,3
4058,COVID-19_Radiography_Dataset/normal/Normal-8952.png,0
15089,COVID-19_Radiography_Dataset/covid/COVID-1970.png,2
8183,COVID-19_Radiography_Dataset/normal/Normal-5487.png,0
19460,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2435.png,3
9133,COVID-19_Radiography_Dataset/normal/Normal-7000.png,0
18930,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-634.png,3
13252,COVID-19_Radiography_Dataset/covid/COVID-373.png,2
6970,COVID-19_Radiography_Dataset/normal/Normal-964.png,0
14385,COVID-19_Radiography_Dataset/covid/COVID-3249.png,2
18500,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1585.png,3
14788,COVID-19_Radiography_Dataset/covid/COVID-810.png,2
20152,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5976.png,3
11655,COVID-19_Radiography_Dataset/covid/COVID-822.png,2
2334,COVID-19_Radiography_Dataset/normal/Normal-8779.png,0
3115,COVID-19_Radiography_Dataset/normal/Normal-2098.png,0
14835,COVID-19_Radiography_Dataset/covid/COVID-1430.png,2
383,COVID-19_Radiography_Dataset/normal/Normal-9617.png,0
122,COVID-19_Radiography_Dataset/normal/Normal-3427.png,0
13579,COVID-19_Radiography_Dataset/covid/COVID-2541.png,2
17056,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5418.png,3
8500,COVID-19_Radiography_Dataset/normal/Normal-7997.png,0
16682,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-114.png,3
7228,COVID-19_Radiography_Dataset/normal/Normal-7497.png,0
9430,COVID-19_Radiography_Dataset/normal/Normal-701.png,0
20338,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4067.png,3
17344,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4729.png,3
3815,COVID-19_Radiography_Dataset/normal/Normal-6983.png,0
17080,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2328.png,3
1690,COVID-19_Radiography_Dataset/normal/Normal-6262.png,0
10188,COVID-19_Radiography_Dataset/normal/Normal-9758.png,0
6768,COVID-19_Radiography_Dataset/normal/Normal-4521.png,0
6571,COVID-19_Radiography_Dataset/normal/Normal-2265.png,0
8440,COVID-19_Radiography_Dataset/normal/Normal-7847.png,0
11766,COVID-19_Radiography_Dataset/covid/COVID-2052.png,2
20572,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1393.png,3
1134,COVID-19_Radiography_Dataset/normal/Normal-9797.png,0
2755,COVID-19_Radiography_Dataset/normal/Normal-3916.png,0
12148,COVID-19_Radiography_Dataset/covid/COVID-1507.png,2
17627,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2152.png,3
2065,COVID-19_Radiography_Dataset/normal/Normal-2506.png,0
6373,COVID-19_Radiography_Dataset/normal/Normal-522.png,0
2850,COVID-19_Radiography_Dataset/normal/Normal-821.png,0
14358,COVID-19_Radiography_Dataset/covid/COVID-131.png,2
9688,COVID-19_Radiography_Dataset/normal/Normal-4976.png,0
5200,COVID-19_Radiography_Dataset/normal/Normal-127.png,0
15314,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2201.png,3
15315,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4074.png,3
13500,COVID-19_Radiography_Dataset/covid/COVID-3359.png,2
10243,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-712.png,1
875,COVID-19_Radiography_Dataset/normal/Normal-5449.png,0
3082,COVID-19_Radiography_Dataset/normal/Normal-7385.png,0
7505,COVID-19_Radiography_Dataset/normal/Normal-5650.png,0
11848,COVID-19_Radiography_Dataset/covid/COVID-2429.png,2
15411,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1875.png,3
16743,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5595.png,3
16310,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1331.png,3
9487,COVID-19_Radiography_Dataset/normal/Normal-315.png,0
15402,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5910.png,3
20310,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2343.png,3
10672,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1063.png,1
18408,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5009.png,3
20577,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5578.png,3
15195,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5420.png,3
15176,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1028.png,3
6862,COVID-19_Radiography_Dataset/normal/Normal-4031.png,0
15380,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4876.png,3
15027,COVID-19_Radiography_Dataset/covid/COVID-166.png,2
19930,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1851.png,3
7906,COVID-19_Radiography_Dataset/normal/Normal-3676.png,0
2305,COVID-19_Radiography_Dataset/normal/Normal-7235.png,0
6517,COVID-19_Radiography_Dataset/normal/Normal-4246.png,0
1815,COVID-19_Radiography_Dataset/normal/Normal-4460.png,0
9847,COVID-19_Radiography_Dataset/normal/Normal-3800.png,0
3525,COVID-19_Radiography_Dataset/normal/Normal-7068.png,0
6458,COVID-19_Radiography_Dataset/normal/Normal-5884.png,0
15910,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-878.png,3
16456,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4262.png,3
9664,COVID-19_Radiography_Dataset/normal/Normal-7514.png,0
14105,COVID-19_Radiography_Dataset/covid/COVID-1109.png,2
3554,COVID-19_Radiography_Dataset/normal/Normal-3974.png,0
1339,COVID-19_Radiography_Dataset/normal/Normal-8199.png,0
8869,COVID-19_Radiography_Dataset/normal/Normal-6454.png,0
12741,COVID-19_Radiography_Dataset/covid/COVID-503.png,2
15239,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5666.png,3
5882,COVID-19_Radiography_Dataset/normal/Normal-4620.png,0
20333,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-675.png,3
12898,COVID-19_Radiography_Dataset/covid/COVID-1462.png,2
5823,COVID-19_Radiography_Dataset/normal/Normal-8771.png,0
47,COVID-19_Radiography_Dataset/normal/Normal-9242.png,0
13027,COVID-19_Radiography_Dataset/covid/COVID-1545.png,2
13146,COVID-19_Radiography_Dataset/covid/COVID-72.png,2
10675,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-385.png,1
14963,COVID-19_Radiography_Dataset/covid/COVID-1257.png,2
18116,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3147.png,3
16103,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3971.png,3
7723,COVID-19_Radiography_Dataset/normal/Normal-3091.png,0
13805,COVID-19_Radiography_Dataset/covid/COVID-1180.png,2
8379,COVID-19_Radiography_Dataset/normal/Normal-4402.png,0
14486,COVID-19_Radiography_Dataset/covid/COVID-2479.png,2
19709,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-348.png,3
15099,COVID-19_Radiography_Dataset/covid/COVID-1046.png,2
11145,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-440.png,1
10600,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-743.png,1
16500,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2875.png,3
8201,COVID-19_Radiography_Dataset/normal/Normal-9892.png,0
15155,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4856.png,3
2941,COVID-19_Radiography_Dataset/normal/Normal-8980.png,0
20864,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2348.png,3
18456,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3169.png,3
504,COVID-19_Radiography_Dataset/normal/Normal-2522.png,0
2198,COVID-19_Radiography_Dataset/normal/Normal-3514.png,0
12348,COVID-19_Radiography_Dataset/covid/COVID-2736.png,2
19574,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-972.png,3
9459,COVID-19_Radiography_Dataset/normal/Normal-6286.png,0
14224,COVID-19_Radiography_Dataset/covid/COVID-1763.png,2
17334,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5388.png,3
2649,COVID-19_Radiography_Dataset/normal/Normal-2645.png,0
6196,COVID-19_Radiography_Dataset/normal/Normal-586.png,0
3190,COVID-19_Radiography_Dataset/normal/Normal-2201.png,0
3278,COVID-19_Radiography_Dataset/normal/Normal-2496.png,0
8422,COVID-19_Radiography_Dataset/normal/Normal-8619.png,0
15610,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3921.png,3
9896,COVID-19_Radiography_Dataset/normal/Normal-6542.png,0
18622,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4864.png,3
17399,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1914.png,3
14812,COVID-19_Radiography_Dataset/covid/COVID-178.png,2
15340,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3188.png,3
6693,COVID-19_Radiography_Dataset/normal/Normal-5999.png,0
18149,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-510.png,3
4128,COVID-19_Radiography_Dataset/normal/Normal-2638.png,0
13514,COVID-19_Radiography_Dataset/covid/COVID-2258.png,2
4346,COVID-19_Radiography_Dataset/normal/Normal-6038.png,0
19714,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5331.png,3
10542,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1067.png,1
6558,COVID-19_Radiography_Dataset/normal/Normal-5493.png,0
8171,COVID-19_Radiography_Dataset/normal/Normal-8958.png,0
10546,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-336.png,1
1199,COVID-19_Radiography_Dataset/normal/Normal-5111.png,0
9709,COVID-19_Radiography_Dataset/normal/Normal-9770.png,0
14760,COVID-19_Radiography_Dataset/covid/COVID-2859.png,2
19720,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1154.png,3
1210,COVID-19_Radiography_Dataset/normal/Normal-5218.png,0
2776,COVID-19_Radiography_Dataset/normal/Normal-9856.png,0
9305,COVID-19_Radiography_Dataset/normal/Normal-7762.png,0
18641,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-676.png,3
20482,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4778.png,3
5653,COVID-19_Radiography_Dataset/normal/Normal-377.png,0
11877,COVID-19_Radiography_Dataset/covid/COVID-1922.png,2
9882,COVID-19_Radiography_Dataset/normal/Normal-4858.png,0
7966,COVID-19_Radiography_Dataset/normal/Normal-2074.png,0
4172,COVID-19_Radiography_Dataset/normal/Normal-634.png,0
15167,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2641.png,3
5562,COVID-19_Radiography_Dataset/normal/Normal-460.png,0
19936,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2823.png,3
16300,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3036.png,3
8151,COVID-19_Radiography_Dataset/normal/Normal-1476.png,0
6724,COVID-19_Radiography_Dataset/normal/Normal-5982.png,0
15119,COVID-19_Radiography_Dataset/covid/COVID-2543.png,2
7328,COVID-19_Radiography_Dataset/normal/Normal-7306.png,0
4440,COVID-19_Radiography_Dataset/normal/Normal-8158.png,0
11408,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-890.png,1
11735,COVID-19_Radiography_Dataset/covid/COVID-551.png,2
1302,COVID-19_Radiography_Dataset/normal/Normal-7909.png,0
5771,COVID-19_Radiography_Dataset/normal/Normal-8969.png,0
16864,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1950.png,3
15042,COVID-19_Radiography_Dataset/covid/COVID-952.png,2
2907,COVID-19_Radiography_Dataset/normal/Normal-9216.png,0
6031,COVID-19_Radiography_Dataset/normal/Normal-1977.png,0
7061,COVID-19_Radiography_Dataset/normal/Normal-4229.png,0
10865,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-844.png,1
20561,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-926.png,3
8453,COVID-19_Radiography_Dataset/normal/Normal-279.png,0
16696,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5219.png,3
20609,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5167.png,3
20419,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3015.png,3
7611,COVID-19_Radiography_Dataset/normal/Normal-963.png,0
7823,COVID-19_Radiography_Dataset/normal/Normal-10086.png,0
8942,COVID-19_Radiography_Dataset/normal/Normal-6459.png,0
3362,COVID-19_Radiography_Dataset/normal/Normal-4052.png,0
4979,COVID-19_Radiography_Dataset/normal/Normal-6861.png,0
8541,COVID-19_Radiography_Dataset/normal/Normal-328.png,0
10818,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-651.png,1
20345,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4241.png,3
17461,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2852.png,3
17651,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2474.png,3
15503,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2958.png,3
4039,COVID-19_Radiography_Dataset/normal/Normal-3.png,0
313,COVID-19_Radiography_Dataset/normal/Normal-5013.png,0
9173,COVID-19_Radiography_Dataset/normal/Normal-2057.png,0
19211,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4128.png,3
16330,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2085.png,3
12607,COVID-19_Radiography_Dataset/covid/COVID-1582.png,2
19368,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4437.png,3
17487,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5395.png,3
12652,COVID-19_Radiography_Dataset/covid/COVID-2857.png,2
20571,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4823.png,3
5087,COVID-19_Radiography_Dataset/normal/Normal-4750.png,0
6947,COVID-19_Radiography_Dataset/normal/Normal-9174.png,0
8329,COVID-19_Radiography_Dataset/normal/Normal-5234.png,0
11884,COVID-19_Radiography_Dataset/covid/COVID-2797.png,2
8590,COVID-19_Radiography_Dataset/normal/Normal-8998.png,0
1220,COVID-19_Radiography_Dataset/normal/Normal-1886.png,0
15081,COVID-19_Radiography_Dataset/covid/COVID-1703.png,2
13253,COVID-19_Radiography_Dataset/covid/COVID-978.png,2
5262,COVID-19_Radiography_Dataset/normal/Normal-7178.png,0
20434,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3143.png,3
20603,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2175.png,3
1040,COVID-19_Radiography_Dataset/normal/Normal-5698.png,0
3811,COVID-19_Radiography_Dataset/normal/Normal-5992.png,0
15383,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5617.png,3
1921,COVID-19_Radiography_Dataset/normal/Normal-376.png,0
695,COVID-19_Radiography_Dataset/normal/Normal-4502.png,0
16852,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2786.png,3
19287,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1831.png,3
9497,COVID-19_Radiography_Dataset/normal/Normal-8915.png,0
3546,COVID-19_Radiography_Dataset/normal/Normal-9360.png,0
18470,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1939.png,3
7948,COVID-19_Radiography_Dataset/normal/Normal-9709.png,0
3541,COVID-19_Radiography_Dataset/normal/Normal-7083.png,0
5924,COVID-19_Radiography_Dataset/normal/Normal-4138.png,0
14851,COVID-19_Radiography_Dataset/covid/COVID-1987.png,2
6652,COVID-19_Radiography_Dataset/normal/Normal-2531.png,0
13317,COVID-19_Radiography_Dataset/covid/COVID-496.png,2
14208,COVID-19_Radiography_Dataset/covid/COVID-2962.png,2
16888,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3600.png,3
12472,COVID-19_Radiography_Dataset/covid/COVID-1440.png,2
1004,COVID-19_Radiography_Dataset/normal/Normal-1330.png,0
5437,COVID-19_Radiography_Dataset/normal/Normal-1864.png,0
10854,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1122.png,1
3255,COVID-19_Radiography_Dataset/normal/Normal-1831.png,0
8209,COVID-19_Radiography_Dataset/normal/Normal-1617.png,0
9113,COVID-19_Radiography_Dataset/normal/Normal-2500.png,0
4104,COVID-19_Radiography_Dataset/normal/Normal-3897.png,0
17877,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4939.png,3
12830,COVID-19_Radiography_Dataset/covid/COVID-1847.png,2
3739,COVID-19_Radiography_Dataset/normal/Normal-3722.png,0
13296,COVID-19_Radiography_Dataset/covid/COVID-506.png,2
1664,COVID-19_Radiography_Dataset/normal/Normal-2803.png,0
14745,COVID-19_Radiography_Dataset/covid/COVID-762.png,2
17493,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3313.png,3
17163,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2105.png,3
12316,COVID-19_Radiography_Dataset/covid/COVID-270.png,2
905,COVID-19_Radiography_Dataset/normal/Normal-2621.png,0
19600,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4976.png,3
16829,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-112.png,3
7706,COVID-19_Radiography_Dataset/normal/Normal-9668.png,0
18886,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1322.png,3
1936,COVID-19_Radiography_Dataset/normal/Normal-4445.png,0
5817,COVID-19_Radiography_Dataset/normal/Normal-8285.png,0
10747,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-880.png,1
8309,COVID-19_Radiography_Dataset/normal/Normal-2138.png,0
1908,COVID-19_Radiography_Dataset/normal/Normal-8944.png,0
13968,COVID-19_Radiography_Dataset/covid/COVID-1061.png,2
8595,COVID-19_Radiography_Dataset/normal/Normal-5294.png,0
6378,COVID-19_Radiography_Dataset/normal/Normal-8390.png,0
12598,COVID-19_Radiography_Dataset/covid/COVID-3176.png,2
5061,COVID-19_Radiography_Dataset/normal/Normal-9631.png,0
8865,COVID-19_Radiography_Dataset/normal/Normal-9667.png,0
5084,COVID-19_Radiography_Dataset/normal/Normal-2932.png,0
1423,COVID-19_Radiography_Dataset/normal/Normal-10038.png,0
12987,COVID-19_Radiography_Dataset/covid/COVID-879.png,2
16922,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3658.png,3
112,COVID-19_Radiography_Dataset/normal/Normal-4607.png,0
361,COVID-19_Radiography_Dataset/normal/Normal-508.png,0
19146,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2261.png,3
17227,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-923.png,3
19438,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-528.png,3
18460,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5440.png,3
20454,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4399.png,3
12863,COVID-19_Radiography_Dataset/covid/COVID-2318.png,2
11142,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-1040.png,1
19525,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-3616.png,3
4423,COVID-19_Radiography_Dataset/normal/Normal-6766.png,0
13348,COVID-19_Radiography_Dataset/covid/COVID-3488.png,2
16196,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5449.png,3
13273,COVID-19_Radiography_Dataset/covid/COVID-237.png,2
10307,COVID-19_Radiography_Dataset/viral_pneumonia/Viral Pneumonia-198.png,1
9449,COVID-19_Radiography_Dataset/normal/Normal-1239.png,0
6281,COVID-19_Radiography_Dataset/normal/Normal-5090.png,0
3902,COVID-19_Radiography_Dataset/normal/Normal-9079.png,0
6155,COVID-19_Radiography_Dataset/normal/Normal-369.png,0
12943,COVID-19_Radiography_Dataset/covid/COVID-304.png,2
1176,COVID-19_Radiography_Dataset/normal/Normal-9182.png,0
5043,COVID-19_Radiography_Dataset/normal/Normal-2443.png,0
18455,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5147.png,3
13007,COVID-19_Radiography_Dataset/covid/COVID-2179.png,2
2221,COVID-19_Radiography_Dataset/normal/Normal-9621.png,0
8663,COVID-19_Radiography_Dataset/normal/Normal-9134.png,0
18960,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-575.png,3
9710,COVID-19_Radiography_Dataset/normal/Normal-5063.png,0
201,COVID-19_Radiography_Dataset/normal/Normal-1619.png,0
12365,COVID-19_Radiography_Dataset/covid/COVID-1368.png,2
1508,COVID-19_Radiography_Dataset/normal/Normal-1278.png,0
14708,COVID-19_Radiography_Dataset/covid/COVID-168.png,2
5445,COVID-19_Radiography_Dataset/normal/Normal-9881.png,0
16988,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2207.png,3
388,COVID-19_Radiography_Dataset/normal/Normal-2104.png,0
2796,COVID-19_Radiography_Dataset/normal/Normal-1940.png,0
3505,COVID-19_Radiography_Dataset/normal/Normal-9790.png,0
12089,COVID-19_Radiography_Dataset/covid/COVID-1278.png,2
12858,COVID-19_Radiography_Dataset/covid/COVID-567.png,2
3000,COVID-19_Radiography_Dataset/normal/Normal-5563.png,0
16921,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-2954.png,3
2891,COVID-19_Radiography_Dataset/normal/Normal-6274.png,0
6077,COVID-19_Radiography_Dataset/normal/Normal-545.png,0
5015,COVID-19_Radiography_Dataset/normal/Normal-1854.png,0
20193,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-1721.png,3
17489,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-4639.png,3
17376,COVID-19_Radiography_Dataset/lung_opacity/Lung_Opacity-5151.png,3
